Label Name;BBox_left;BBox_top;BBox_right;BBox_bottom;Distance
007051.txt;0.0;191.89;107.45;324.11;9.58
007051.txt;197.66;189.66;338.61;255.21;18.93
007051.txt;328.09;177.21;413.83;232.3;25.7
007051.txt;384.96;186.27;443.37;223.21;30.76
007051.txt;417.66;179.14;476.32;217.24;35.63
007051.txt;474.18;181.74;514.62;207.63;45.25
007082.txt;647.05;173.15;715.63;222.32;23.11
006043.txt;128.81;199.41;377.32;334.64;10.25
006043.txt;400.82;178.44;437.89;208.75;39.18
004556.txt;601.66;176.62;629.4;203.82;46.05
004556.txt;0.0;188.49;177.17;267.7;17.25
004556.txt;424.68;182.89;464.55;206.83;47.1
005110.txt;768.45;151.64;833.76;174.18;50.18
005110.txt;557.89;163.18;579.43;180.32;64.67
000083.txt;0.0;202.73;361.84;373.0;3.15
000083.txt;368.92;183.19;504.02;279.22;12.45
000083.txt;587.82;169.53;643.17;220.02;24.12
000083.txt;519.33;170.45;571.86;215.65;26.91
000083.txt;463.38;174.76;511.89;205.66;35.5
006250.txt;59.68;190.92;209.9;273.61;15.83
006250.txt;555.22;181.22;572.86;194.9;69.08
001578.txt;575.24;176.89;603.89;203.29;41.43
001578.txt;797.65;184.73;1051.5;332.66;9.73
001578.txt;781.21;181.18;868.84;234.35;21.74
001578.txt;655.2;173.5;749.38;206.86;34.49
002338.txt;818.23;177.84;1215.42;374.0;6.92
002338.txt;160.95;192.65;378.29;301.54;12.41
002338.txt;727.23;177.86;895.63;277.91;12.65
002338.txt;425.9;177.16;491.16;221.79;27.31
002338.txt;678.41;172.23;758.85;229.0;21.19
002338.txt;667.56;172.82;728.31;217.38;26.75
002338.txt;462.6;177.23;507.33;211.93;32.37
003273.txt;625.62;172.02;649.76;194.89;55.87
003273.txt;638.94;176.37;668.75;199.96;45.22
003273.txt;700.55;175.42;741.47;201.08;43.32
003273.txt;799.3;174.22;865.13;201.52;41.08
005310.txt;47.84;208.56;386.94;374.0;6.97
005310.txt;339.16;196.65;475.93;294.64;13.64
005310.txt;457.58;185.11;547.49;246.38;20.6
000297.txt;412.32;186.04;460.72;217.29;39.45
000297.txt;458.94;183.36;488.76;206.38;52.36
000297.txt;602.0;180.61;620.19;194.57;67.64
006391.txt;64.72;209.46;382.83;364.74;8.71
006391.txt;770.17;169.28;876.08;255.98;15.42
006391.txt;1058.85;154.32;1241.0;266.96;12.21
006391.txt;0.0;226.58;166.93;349.11;10.89
006391.txt;1017.51;156.72;1137.93;225.21;18.22
006391.txt;985.96;153.04;1044.02;204.59;27.94
001663.txt;591.1;175.93;634.67;217.11;29.44
001663.txt;0.0;196.75;41.22;276.47;10.55
001663.txt;333.8;182.34;400.68;216.24;32.18
001663.txt;374.42;179.16;430.86;211.44;37.53
001663.txt;666.96;173.88;742.09;208.39;33.8
001663.txt;664.55;175.31;737.09;206.21;37.14
001663.txt;647.62;176.33;718.69;202.92;40.58
002277.txt;183.89;187.29;458.65;369.0;8.33
002277.txt;442.44;168.28;544.04;239.29;19.62
002277.txt;645.37;168.34;691.54;200.22;37.09
004554.txt;316.52;174.35;465.22;244.07;20.49
004554.txt;360.82;179.81;490.98;231.06;25.06
004554.txt;791.31;160.92;851.6;201.86;38.67
004554.txt;401.52;182.85;508.54;220.41;30.1
004554.txt;426.71;176.34;527.14;213.87;35.27
002353.txt;54.36;197.59;194.14;256.37;20.91
002353.txt;351.51;184.78;404.73;212.7;43.95
001990.txt;564.31;174.4;614.94;223.41;25.56
001990.txt;812.5;167.01;847.47;184.05;60.35
003891.txt;41.25;201.39;406.32;374.0;7.95
003891.txt;0.0;208.36;189.06;371.48;8.16
003891.txt;647.09;177.03;697.38;218.02;29.6
003891.txt;357.87;189.05;477.86;266.63;15.37
003891.txt;783.4;164.59;951.77;215.08;22.6
003891.txt;767.62;153.57;906.2;210.57;25.64
007141.txt;719.72;175.61;740.27;192.75;64.62
006757.txt;567.01;175.54;620.22;227.03;24.4
006757.txt;476.19;179.29;514.94;210.39;40.59
006757.txt;532.91;177.56;554.08;193.58;70.19
006757.txt;957.33;165.23;1036.32;195.23;35.19
002495.txt;824.89;182.48;1241.0;374.0;4.1
002495.txt;306.28;182.09;484.39;303.73;11.47
002495.txt;713.08;179.21;864.94;283.33;12.34
002495.txt;435.53;182.66;516.24;237.53;21.4
002495.txt;669.03;178.61;741.15;235.55;20.38
002495.txt;642.82;175.47;688.71;212.23;31.27
002495.txt;447.29;173.77;522.17;209.37;38.09
006788.txt;664.24;174.28;701.36;197.15;44.94
006788.txt;433.46;182.03;560.2;238.51;19.53
006788.txt;37.36;193.16;208.46;263.4;17.18
006788.txt;692.34;171.74;715.12;190.72;59.07
000565.txt;553.47;180.81;582.26;203.16;49.71
004437.txt;398.39;176.95;589.99;262.07;14.26
002686.txt;876.76;111.88;917.21;140.79;45.44
004716.txt;940.78;179.19;1241.0;374.0;2.85
004716.txt;0.0;186.97;288.03;374.0;5.76
004716.txt;760.05;174.39;1044.95;336.32;8.75
004716.txt;665.4;164.26;730.21;224.16;23.8
004716.txt;655.51;174.17;709.07;215.94;28.71
004716.txt;629.33;175.97;666.06;205.1;38.02
004716.txt;486.22;183.81;521.52;209.37;40.63
004716.txt;603.0;174.54;644.42;203.13;44.95
004716.txt;576.32;177.35;606.79;197.07;57.01
005400.txt;659.07;177.69;700.42;210.53;33.09
005400.txt;762.98;190.42;975.16;321.77;9.59
005400.txt;754.89;177.25;811.75;213.59;30.39
005400.txt;851.6;179.83;997.18;246.87;17.71
004485.txt;586.68;174.66;612.84;200.52;48.34
005154.txt;702.95;187.76;831.77;289.04;13.11
005154.txt;532.47;179.3;588.96;225.82;27.31
005154.txt;697.06;186.35;760.24;247.52;19.17
005154.txt;679.89;181.02;736.0;230.21;25.28
005154.txt;664.53;179.61;711.51;218.41;30.64
006733.txt;0.0;212.8;339.5;374.0;5.25
006733.txt;0.0;220.88;70.46;374.0;5.87
006733.txt;654.1;179.32;709.89;223.85;27.41
006733.txt;292.86;194.36;454.13;295.55;12.35
006733.txt;805.7;165.78;996.06;222.26;20.29
006733.txt;786.12;153.89;940.81;216.89;23.28
006733.txt;431.2;183.4;486.79;224.15;31.39
006733.txt;336.89;192.01;431.93;249.74;20.52
006733.txt;745.32;164.58;862.58;206.86;29.44
006733.txt;478.07;184.49;516.12;212.15;42.9
000100.txt;19.88;179.87;206.64;238.0;18.98
000336.txt;558.66;166.6;584.6;192.66;52.93
000336.txt;457.4;159.47;528.48;220.94;27.22
003152.txt;394.33;188.38;511.88;265.4;16.21
006982.txt;0.0;154.17;47.37;345.39;9.15
006982.txt;226.27;188.13;294.7;236.16;25.0
006982.txt;196.89;189.22;259.52;231.3;28.66
006982.txt;173.69;189.21;209.19;218.18;39.43
006982.txt;257.76;187.34;355.08;251.34;19.92
002856.txt;545.73;173.32;581.15;202.34;41.61
007471.txt;531.9;174.39;561.02;201.7;47.48
005332.txt;0.0;205.28;244.16;374.0;7.01
005332.txt;0.0;198.72;166.19;297.27;12.34
005332.txt;142.17;189.47;293.45;251.31;19.25
005332.txt;653.95;176.82;687.33;205.7;36.37
005332.txt;614.54;171.76;650.34;199.79;43.95
005332.txt;670.81;172.41;698.36;197.42;46.84
005332.txt;882.42;156.46;960.06;185.47;40.04
006330.txt;518.35;164.42;740.29;374.0;7.02
006330.txt;377.79;185.05;417.53;205.01;53.15
006330.txt;334.77;188.0;374.17;208.33;52.16
006330.txt;424.92;180.8;463.53;200.82;53.67
006330.txt;1000.46;175.2;1142.71;219.23;27.62
004921.txt;199.45;189.83;280.28;228.73;32.95
004921.txt;459.2;182.61;486.66;197.92;74.47
002176.txt;600.98;174.59;626.34;198.72;48.54
002176.txt;713.24;177.06;873.22;284.67;12.1
002176.txt;661.4;174.77;713.69;217.44;27.43
002176.txt;690.57;173.82;784.58;248.73;17.19
002176.txt;293.26;186.24;393.89;222.38;32.23
002176.txt;160.7;188.36;274.35;225.97;32.28
002176.txt;31.36;193.24;131.26;229.92;32.4
002176.txt;645.35;178.69;675.52;203.51;45.88
001235.txt;659.43;186.18;696.95;215.03;38.7
005987.txt;684.0;173.65;712.13;193.16;52.46
005987.txt;540.15;178.22;623.61;218.76;25.9
005511.txt;875.59;144.87;993.48;183.48;29.52
005511.txt;527.44;172.78;561.06;198.62;43.53
000641.txt;569.09;168.49;635.71;218.07;28.21
000641.txt;190.06;211.67;286.3;273.1;22.91
000641.txt;38.07;214.96;176.69;294.98;15.57
000641.txt;982.73;153.48;1241.0;241.17;13.22
000641.txt;859.2;158.51;1089.82;227.7;16.45
000641.txt;620.64;160.72;660.31;192.23;38.9
000641.txt;666.98;163.66;687.71;179.57;67.39
000166.txt;0.0;175.12;44.6;219.59;24.21
000166.txt;296.49;172.8;339.4;192.06;55.87
000166.txt;222.16;157.13;275.57;189.98;57.29
000166.txt;570.67;169.82;616.94;215.92;27.9
005186.txt;0.0;212.74;261.23;374.0;3.22
005186.txt;68.74;220.95;408.71;374.0;7.72
005186.txt;747.6;185.38;1058.26;366.33;8.08
005186.txt;849.08;164.88;1076.05;233.69;16.96
005186.txt;433.7;180.65;513.89;236.71;20.96
005186.txt;673.83;178.98;746.81;234.92;20.67
005186.txt;654.89;178.31;718.15;223.45;25.49
000632.txt;963.74;200.87;1241.0;374.0;3.66
000632.txt;154.66;183.4;329.66;251.86;17.29
000632.txt;564.18;171.16;659.68;208.96;32.33
000632.txt;798.29;168.69;900.84;199.13;36.49
000632.txt;563.86;174.51;632.01;203.43;39.01
000632.txt;245.8;179.48;341.15;213.75;32.99
000632.txt;568.08;176.17;593.54;193.42;63.16
000632.txt;526.05;176.89;556.11;194.71;62.98
002854.txt;198.83;152.29;463.47;344.49;9.74
002854.txt;408.94;184.92;508.72;253.38;17.81
002854.txt;510.21;174.38;553.07;213.26;33.81
002854.txt;539.75;176.65;567.87;202.23;44.54
002854.txt;563.21;172.27;594.84;192.01;59.26
004742.txt;572.48;173.61;623.2;219.85;27.06
004742.txt;42.35;188.99;247.58;283.53;13.38
004742.txt;288.06;169.33;448.03;272.75;14.63
004742.txt;325.48;181.81;409.57;226.59;25.87
004742.txt;442.53;180.32;505.0;221.65;27.39
004742.txt;525.13;176.78;553.85;201.31;50.14
004742.txt;227.04;181.37;316.32;225.49;28.07
005328.txt;584.9;176.6;601.78;189.98;70.49
005328.txt;439.1;178.78;485.8;210.42;38.23
000534.txt;539.13;182.36;566.23;206.67;45.01
000436.txt;0.0;189.2;358.69;374.0;3.46
000436.txt;202.44;187.74;489.44;360.05;8.37
000436.txt;658.94;178.33;734.47;232.89;22.01
000436.txt;756.68;184.51;1183.5;374.0;6.18
000436.txt;350.21;186.59;496.65;281.86;13.48
000436.txt;532.15;178.61;570.19;213.4;35.51
000436.txt;640.97;178.24;686.49;214.17;34.32
000436.txt;629.66;175.32;656.15;202.35;51.45
000457.txt;582.61;179.34;617.01;206.61;35.5
000457.txt;538.61;179.58;570.51;204.14;42.65
006111.txt;588.95;176.25;648.09;233.42;22.11
006111.txt;679.04;175.73;726.16;213.45;29.31
006111.txt;954.55;165.16;1027.59;194.4;37.35
006111.txt;1010.86;154.7;1098.68;198.44;31.72
004942.txt;16.17;199.05;219.25;336.52;10.13
004942.txt;291.07;199.33;331.12;231.86;35.16
004942.txt;192.06;198.7;295.28;275.2;16.54
005401.txt;173.41;191.3;444.92;358.32;8.01
005401.txt;489.8;173.94;577.73;254.1;16.03
005401.txt;493.55;174.5;561.99;231.2;21.81
005401.txt;599.65;174.19;641.9;216.56;26.41
005401.txt;405.09;179.81;474.34;220.03;28.42
005401.txt;570.2;175.94;611.21;209.84;34.15
005590.txt;764.67;187.1;1141.69;374.0;6.43
005590.txt;701.96;176.93;870.28;287.74;11.25
005590.txt;589.92;165.47;729.17;224.43;21.23
002096.txt;788.73;184.18;1031.4;322.7;9.75
002096.txt;524.66;174.77;606.33;204.66;36.32
002096.txt;742.68;166.75;819.43;195.12;42.4
002096.txt;923.7;164.14;1019.39;191.01;41.3
002096.txt;420.11;177.69;485.13;205.79;40.16
002096.txt;231.34;182.21;296.87;209.71;41.31
002096.txt;582.0;173.81;605.08;189.54;69.12
002096.txt;543.47;175.61;570.55;191.77;69.3
002302.txt;575.5;177.69;619.27;219.34;28.89
002302.txt;593.89;172.16;628.83;208.6;37.53
002302.txt;702.2;166.31;844.86;279.17;13.31
002302.txt;678.26;177.08;745.66;233.45;21.37
002302.txt;647.97;174.56;682.98;206.65;38.02
003573.txt;819.48;120.53;858.01;148.47;45.93
004277.txt;599.74;163.1;641.61;195.83;37.42
004277.txt;529.34;167.98;566.42;199.93;33.26
004277.txt;526.39;166.73;555.23;190.27;45.42
004277.txt;561.11;163.18;580.73;179.43;69.01
000927.txt;0.0;167.75;341.38;302.0;10.23
000927.txt;104.82;183.5;394.58;273.72;12.45
000927.txt;0.0;184.62;197.15;357.39;7.19
000927.txt;418.11;177.47;537.44;214.58;28.54
000927.txt;1127.41;166.44;1241.0;249.48;15.63
000927.txt;684.37;176.53;818.66;223.54;24.18
000927.txt;671.67;170.2;794.29;218.51;27.51
006766.txt;595.62;176.12;619.13;198.49;52.21
006766.txt;740.54;193.44;961.61;343.89;8.88
006766.txt;702.43;181.52;833.1;273.05;13.86
006766.txt;556.05;178.67;579.85;198.5;55.03
006766.txt;671.65;178.84;731.97;227.22;24.19
006766.txt;654.3;173.94;708.04;218.53;28.75
006766.txt;374.98;185.38;429.64;204.64;62.1
003624.txt;607.72;171.45;655.36;219.28;25.26
003624.txt;0.0;195.17;369.53;374.0;7.56
003624.txt;400.36;184.39;496.0;243.77;19.28
003624.txt;490.75;175.25;538.3;208.5;34.6
001016.txt;559.05;179.32;629.55;246.43;18.63
001016.txt;582.47;172.4;636.8;229.07;24.91
001016.txt;1130.69;204.32;1241.0;374.0;1.59
001016.txt;688.91;175.35;774.34;245.8;18.26
001016.txt;659.81;180.39;724.04;230.58;24.11
001016.txt;645.01;178.63;688.38;218.37;29.92
001016.txt;339.79;184.66;391.67;206.44;53.43
007402.txt;936.17;194.03;1241.0;374.0;2.9
007402.txt;240.05;187.18;491.58;334.35;9.58
007402.txt;739.86;191.27;952.51;331.55;9.74
007402.txt;398.55;177.46;515.48;258.89;15.78
007402.txt;693.88;187.12;814.46;271.12;15.14
007402.txt;491.99;177.58;548.1;224.34;24.38
007402.txt;669.25;182.88;719.27;220.22;29.29
007402.txt;652.34;177.17;678.28;200.37;49.3
007370.txt;363.97;169.91;471.82;261.87;15.34
007370.txt;432.28;176.86;480.7;215.96;29.67
003779.txt;993.49;190.44;1241.0;374.0;5.75
003779.txt;918.72;156.13;1241.0;335.13;8.12
003779.txt;154.21;182.37;394.78;258.02;15.57
003779.txt;245.09;183.11;432.88;246.96;18.13
003779.txt;328.69;179.29;443.43;228.89;23.35
003779.txt;641.83;178.95;715.67;232.36;21.4
003779.txt;404.71;177.01;494.66;212.02;32.74
003779.txt;622.3;172.64;657.94;202.67;36.44
001212.txt;203.15;196.65;286.16;232.69;34.0
000738.txt;644.47;180.1;690.95;216.69;34.42
001727.txt;200.64;188.13;300.08;235.77;27.12
004407.txt;174.34;189.92;291.1;236.29;26.87
004407.txt;426.67;182.78;463.21;205.86;60.95
001096.txt;813.1;210.04;1241.0;374.0;6.08
001096.txt;197.22;190.49;459.97;346.9;8.55
001096.txt;673.62;182.99;729.19;228.49;26.3
001096.txt;661.95;178.73;711.35;217.49;31.56
001096.txt;548.57;176.43;574.5;202.62;44.17
001886.txt;623.03;175.12;662.37;214.59;30.33
001886.txt;498.12;182.75;561.86;221.67;29.09
001886.txt;531.66;180.02;570.78;211.53;35.95
004824.txt;579.11;179.02;637.56;234.28;22.41
004824.txt;376.79;186.83;430.15;213.39;38.74
004824.txt;462.76;183.44;490.06;201.06;60.47
004824.txt;634.99;174.3;676.69;192.6;62.22
005915.txt;597.18;178.59;678.01;244.21;16.88
005915.txt;276.06;173.27;361.23;216.7;28.6
005915.txt;444.91;173.97;534.64;214.83;29.81
005915.txt;472.09;176.89;555.16;206.29;36.11
005915.txt;503.88;172.96;565.43;198.77;43.54
005915.txt;532.18;171.71;578.05;189.98;56.96
005915.txt;580.38;173.95;624.88;214.35;29.18
005915.txt;361.84;174.94;410.7;198.05;48.63
005370.txt;597.03;175.09;663.88;239.65;19.76
000257.txt;792.7;174.36;857.54;201.38;41.48
002882.txt;0.0;201.04;410.64;374.0;6.77
002882.txt;499.73;185.21;554.13;224.07;29.39
002737.txt;773.5;202.29;1141.75;374.0;7.19
002737.txt;653.27;176.91;717.34;229.21;26.71
002737.txt;317.56;183.93;457.23;238.58;21.32
002737.txt;338.04;180.37;489.05;230.1;23.65
002737.txt;416.46;172.96;522.91;217.36;33.23
002737.txt;644.9;183.45;682.79;215.2;37.59
000163.txt;258.45;164.94;438.13;248.04;17.33
000163.txt;321.99;171.43;472.77;230.26;21.94
000163.txt;804.72;152.49;871.5;197.29;35.55
000163.txt;857.19;161.47;917.02;193.08;36.31
000163.txt;374.76;175.04;495.42;216.99;26.95
000163.txt;398.89;175.33;492.56;214.08;29.62
000163.txt;404.63;167.36;515.88;208.73;32.08
003918.txt;406.0;184.92;494.97;215.1;37.42
001732.txt;504.89;192.11;582.03;219.48;41.69
002985.txt;586.88;172.35;613.93;199.08;46.81
002985.txt;0.0;180.11;104.75;306.63;9.71
002985.txt;539.99;173.22;569.02;200.5;45.37
002985.txt;470.07;177.52;494.17;195.58;62.37
004885.txt;576.29;176.96;610.75;208.38;38.93
004885.txt;0.0;181.06;104.36;315.16;8.59
004885.txt;58.41;195.56;382.84;367.67;8.31
004885.txt;176.86;193.73;320.16;255.4;17.09
004885.txt;392.79;186.17;484.46;245.78;19.39
004885.txt;346.69;179.07;417.15;224.24;27.75
004885.txt;456.34;183.12;512.9;221.27;29.48
004885.txt;496.75;184.39;534.83;211.33;38.69
004885.txt;0.0;190.91;97.17;268.64;14.68
002232.txt;873.97;178.51;1241.0;374.0;6.11
002232.txt;751.81;181.49;911.37;290.07;12.18
002232.txt;549.24;173.07;606.07;212.62;34.43
002232.txt;592.51;178.09;637.51;205.09;41.85
002232.txt;658.22;177.33;686.78;195.83;57.55
000817.txt;0.0;188.31;337.38;374.0;5.89
000817.txt;0.0;189.55;239.41;329.16;10.16
000817.txt;339.47;190.35;430.51;241.23;22.1
000817.txt;263.11;190.53;379.52;243.46;22.99
003218.txt;0.0;205.09;194.65;345.94;9.22
003218.txt;448.55;185.33;510.38;210.05;44.08
002312.txt;208.39;195.12;362.13;272.56;15.24
002312.txt;91.93;196.51;297.98;278.01;16.06
002312.txt;0.0;208.58;41.58;270.3;17.14
007123.txt;0.0;218.09;253.72;374.0;4.88
007123.txt;1007.79;137.15;1241.0;374.0;3.7
007123.txt;237.41;187.55;465.25;261.96;15.43
007123.txt;339.93;187.76;505.31;240.79;20.66
007123.txt;844.33;176.17;1115.5;290.36;10.72
007123.txt;884.18;176.73;1241.0;325.48;8.34
004624.txt;645.24;179.9;723.06;231.17;23.32
004624.txt;569.98;181.8;619.48;209.88;37.93
004624.txt;831.65;179.14;1022.55;254.42;15.72
004624.txt;1055.04;176.27;1241.0;254.35;14.89
004624.txt;528.62;179.52;580.04;201.89;52.93
004624.txt;611.68;176.74;667.25;200.46;49.77
002314.txt;572.91;173.88;613.95;211.3;32.99
002314.txt;90.96;196.55;373.75;341.57;9.01
002314.txt;150.79;184.83;300.48;255.27;16.95
002314.txt;320.0;181.42;442.27;253.92;16.98
002314.txt;390.8;183.8;440.04;214.43;33.13
002314.txt;504.3;173.03;540.84;203.57;44.42
002314.txt;236.95;181.63;328.43;224.57;26.68
002466.txt;491.21;177.29;534.04;200.09;48.39
002466.txt;714.91;176.26;739.12;197.7;50.74
002177.txt;0.0;207.03;279.09;374.0;8.38
002177.txt;1038.66;186.38;1241.0;374.0;2.31
002177.txt;788.09;178.9;1104.23;372.58;7.93
002177.txt;232.29;192.84;386.57;284.17;14.1
002177.txt;703.74;181.12;806.8;248.21;17.69
002177.txt;390.46;185.83;480.13;237.83;23.26
002177.txt;677.88;181.88;753.62;231.62;23.54
002177.txt;482.12;179.2;522.45;210.47;38.24
002177.txt;658.32;178.81;707.47;215.2;32.07
002177.txt;519.05;175.73;572.71;193.55;62.79
001194.txt;586.66;179.39;602.86;192.22;73.42
001194.txt;497.85;179.81;525.14;199.42;58.06
002040.txt;573.49;183.23;654.03;260.18;16.44
002040.txt;0.0;213.76;87.78;277.19;18.04
002040.txt;244.07;196.21;342.25;238.07;28.65
002040.txt;168.72;202.49;254.74;238.45;34.25
002040.txt;357.04;191.05;401.58;217.78;47.4
003003.txt;579.35;174.0;610.31;198.53;39.25
003003.txt;541.94;170.6;569.99;192.54;47.51
001798.txt;542.71;182.38;576.78;208.8;42.61
001008.txt;610.08;162.36;649.92;195.49;34.68
000256.txt;0.0;185.45;40.8;241.07;18.85
000256.txt;26.81;171.39;174.7;232.27;23.37
000256.txt;161.03;181.62;254.73;222.65;28.6
000588.txt;0.0;164.72;216.66;340.8;8.05
000588.txt;620.94;177.69;703.75;240.43;21.32
000588.txt;564.78;180.4;590.91;198.56;58.3
001546.txt;581.6;176.42;599.71;190.77;65.84
001546.txt;340.44;182.08;427.1;233.16;23.08
002973.txt;355.09;172.37;488.24;230.2;22.05
002973.txt;661.37;171.64;771.79;206.89;31.94
002973.txt;661.79;172.5;707.14;197.95;44.02
002973.txt;343.72;177.6;436.96;213.31;32.52
002973.txt;564.66;175.89;591.4;194.1;59.95
002973.txt;521.95;176.83;553.4;195.44;60.39
001023.txt;449.2;180.62;524.3;238.26;21.45
001023.txt;195.01;174.21;262.64;211.75;39.27
001023.txt;585.03;176.95;624.72;215.97;32.54
005195.txt;569.28;177.19;624.29;230.43;23.65
005195.txt;446.64;185.39;502.06;221.85;32.68
005195.txt;637.11;175.72;654.96;191.52;67.67
007264.txt;29.55;196.1;382.61;374.0;8.17
007264.txt;436.59;184.07;504.39;234.19;22.23
007264.txt;539.12;180.51;586.86;220.71;27.35
007264.txt;524.0;179.53;551.54;202.86;45.31
003250.txt;68.75;185.67;209.21;243.54;22.21
003408.txt;275.58;191.16;483.5;326.95;10.02
003408.txt;746.48;195.16;1154.41;374.0;6.48
003408.txt;517.11;173.82;558.83;208.11;31.11
003408.txt;641.38;169.91;680.08;201.27;36.75
005360.txt;0.0;197.61;166.24;374.0;6.18
005360.txt;81.79;185.57;326.6;310.15;10.76
005360.txt;790.16;181.87;1132.91;374.0;7.34
005360.txt;467.83;175.44;523.83;203.81;38.06
005360.txt;554.17;172.12;615.17;192.82;53.53
005360.txt;346.8;178.13;418.49;202.48;43.97
005360.txt;658.39;172.46;723.47;192.18;56.99
001184.txt;1050.34;165.38;1189.06;200.83;31.76
001184.txt;558.89;178.02;587.37;197.48;56.21
001184.txt;511.7;178.85;545.24;198.61;57.02
001184.txt;577.96;176.71;600.97;194.64;62.44
001184.txt;533.88;179.6;561.88;196.32;63.05
006300.txt;673.51;178.93;754.96;240.46;20.41
006300.txt;0.0;229.27;243.93;374.0;4.12
006300.txt;912.34;162.21;1225.51;250.68;13.26
006300.txt;864.25;141.09;1096.7;231.94;16.42
006300.txt;390.71;183.92;466.27;236.62;24.74
006300.txt;192.5;197.6;359.62;289.99;13.69
006300.txt;793.68;161.04;952.2;216.77;22.52
006300.txt;461.38;183.23;508.66;216.37;35.97
006300.txt;1105.79;146.61;1241.0;192.63;28.75
006300.txt;1054.56;146.8;1191.55;184.07;31.98
001355.txt;535.63;174.77;574.68;204.91;39.85
004589.txt;49.67;180.32;296.71;255.88;15.62
006224.txt;591.04;177.61;644.43;221.01;24.67
006224.txt;153.47;188.11;340.54;294.4;11.53
006224.txt;239.27;176.3;412.85;264.82;14.51
006224.txt;351.47;180.27;468.94;229.26;22.35
006224.txt;501.1;183.44;567.5;231.53;21.79
006224.txt;528.12;178.71;581.8;220.51;26.84
006224.txt;432.67;173.78;524.78;210.78;32.62
006224.txt;712.55;185.13;844.5;276.57;12.99
006224.txt;649.62;174.23;686.34;204.61;36.65
006224.txt;592.95;174.28;627.92;206.19;36.47
006224.txt;202.92;177.71;288.08;215.97;29.26
003966.txt;426.51;180.93;493.87;222.76;28.53
000543.txt;352.2;188.74;457.77;256.25;17.43
000543.txt;0.0;192.69;187.99;319.87;9.46
001110.txt;87.42;197.7;416.58;361.44;8.61
001110.txt;346.86;183.3;472.14;224.92;28.8
006581.txt;811.54;180.99;1068.33;322.72;8.83
006581.txt;771.93;170.42;906.1;262.16;14.14
006581.txt;766.3;159.72;852.28;235.03;19.78
005703.txt;190.13;185.87;276.61;239.43;22.68
005703.txt;101.89;184.21;180.73;242.61;22.42
004875.txt;161.42;167.07;383.51;239.0;16.93
004875.txt;967.05;151.32;1170.6;253.18;13.32
004875.txt;1188.1;153.77;1241.0;202.7;24.62
003441.txt;583.49;184.52;638.61;229.96;23.95
003441.txt;134.79;161.45;403.23;315.27;10.2
003441.txt;271.68;163.4;442.83;276.72;13.58
003441.txt;371.38;183.3;493.13;239.78;21.06
003441.txt;412.0;169.23;523.75;227.77;23.98
003441.txt;449.0;182.34;542.11;217.93;30.89
003441.txt;584.69;178.65;618.97;209.93;37.17
004104.txt;545.7;184.42;593.38;222.79;26.13
004104.txt;492.15;180.25;529.25;208.71;37.09
004104.txt;762.35;183.53;823.71;208.33;42.5
004104.txt;870.98;185.51;939.09;212.37;45.81
003062.txt;434.48;188.96;531.68;258.17;18.08
004289.txt;862.63;183.1;1241.0;374.0;4.86
004289.txt;0.0;204.95;277.59;362.44;9.39
004289.txt;443.5;188.92;493.44;224.15;31.96
004289.txt;648.88;176.49;691.13;209.35;35.5
004289.txt;467.84;187.19;511.07;215.93;37.5
004289.txt;97.55;204.36;177.37;234.58;39.72
004289.txt;146.77;202.29;218.61;231.68;39.71
004289.txt;186.19;198.3;262.4;230.08;39.14
004289.txt;239.62;197.83;306.48;229.42;39.33
000321.txt;131.71;187.57;430.83;370.81;8.31
000321.txt;450.5;185.08;523.42;231.98;24.95
000321.txt;528.71;174.85;554.02;195.74;50.37
006532.txt;1044.67;160.49;1241.0;374.0;6.31
006532.txt;70.57;180.83;373.65;275.35;12.31
006532.txt;252.11;163.61;458.92;245.2;17.36
006532.txt;413.37;174.07;494.56;210.63;32.56
006532.txt;432.1;173.33;522.21;209.5;35.24
005732.txt;294.8;194.6;463.65;295.52;12.72
005732.txt;0.0;193.46;362.4;374.0;6.98
005732.txt;766.91;170.01;882.6;238.52;18.15
005732.txt;416.75;184.2;514.16;251.05;18.82
005732.txt;487.41;187.24;546.65;232.51;25.21
005732.txt;509.1;184.47;559.58;222.31;30.22
005732.txt;657.27;179.12;706.11;220.35;29.68
005732.txt;751.36;165.46;903.74;216.86;22.29
005732.txt;671.25;180.24;728.43;214.52;33.9
005732.txt;704.34;174.86;763.82;207.17;37.74
005732.txt;631.4;171.33;670.66;184.25;74.61
006273.txt;608.1;175.93;716.33;247.91;17.12
006273.txt;523.31;180.74;576.9;214.77;31.61
006273.txt;904.81;176.33;1241.0;303.09;9.77
006273.txt;470.02;176.02;530.4;201.44;46.41
006273.txt;568.1;174.48;631.1;201.59;43.52
006273.txt;671.1;173.72;713.95;194.17;50.25
002637.txt;0.0;199.56;126.64;329.01;9.91
002637.txt;423.39;183.44;490.23;226.08;24.84
002637.txt;63.01;193.42;262.46;282.68;14.85
002637.txt;231.61;190.59;341.39;244.72;20.57
002637.txt;307.43;184.76;399.35;226.18;27.41
002637.txt;659.33;173.72;689.78;198.75;41.72
000870.txt;601.64;181.69;678.8;244.68;17.59
000870.txt;1147.29;178.24;1241.0;230.65;21.25
000870.txt;337.87;181.1;401.28;216.61;34.65
000870.txt;475.68;178.03;550.03;211.62;36.05
000870.txt;583.31;181.52;627.65;222.14;29.14
