Type;BBox_left;BBox_top;BBox_right;BBox_bottom;Distance;Label Name;Average Depth;Depth Variance;Depth Median;Depth Mode;Depth Range;Depth Percentile
Car;588.24;184.18;627.07;205.97;48.56;007132.txt;176.12942612942612;5919.403883797657;226.0;255.0;219.0;150.25
Car;550.76;181.12;593.37;199.67;63.64;007132.txt;187.62370801033592;7924.973068421203;233.0;255.0;219.0;134.25
Car;367.68;211.68;687.5;374.0;7.69;001977.txt;108.83539589723927;9886.548696325242;134.0;255.0;255.0;208.5
Car;239.87;215.47;463.1;339.91;11.27;001977.txt;117.21201756912443;9323.540410013515;139.0;255.0;255.0;204.0
Car;172.09;218.75;314.85;309.1;14.71;001977.txt;126.73146571738121;8754.442012539801;151.0;255.0;255.0;175.25
Car;102.68;214.47;217.03;293.16;18.09;001977.txt;136.4083654375344;8393.326578340864;162.0;255.0;255.0;172.5
Car;32.18;224.69;102.97;271.44;26.93;001977.txt;154.27515197568388;6528.39078075198;160.0;255.0;249.0;155.0
Car;157.22;176.65;470.72;374.0;7.45;007182.txt;111.30246555006939;9641.424601982506;141.0;255.0;255.0;215.5
Car;785.21;150.02;1241.0;374.0;4.62;007182.txt;107.15024132597118;10038.824356879026;134.0;255.0;255.0;178.75
Car;369.1;182.1;533.12;284.69;12.46;007182.txt;119.35705105212817;9184.616013470133;142.0;255.0;255.0;204.0
Car;658.98;171.56;719.4;216.87;26.05;007182.txt;149.27395264116575;6812.6588297318185;157.0;255.0;243.0;155.5
Car;715.33;176.13;906.01;301.1;10.25;007182.txt;116.04742408376963;9406.259541532196;139.0;255.0;255.0;179.25
Car;548.34;168.71;582.25;199.72;39.54;007182.txt;166.06878557874762;5721.240999094442;192.0;255.0;219.0;155.5
Car;645.24;169.44;684.1;201.32;38.38;007182.txt;157.68469551282053;6180.423820259851;160.0;255.0;242.0;155.5
Car;635.41;166.1;660.52;191.1;55.44;007182.txt;169.952;5736.719295999999;192.5;255.0;219.0;155.5
Car;754.39;172.19;900.54;263.26;12.76;001178.txt;124.28087836820714;8907.639927905273;155.0;255.0;255.0;170.75
Car;740.73;169.42;833.35;238.84;18.03;001178.txt;128.51363565529064;8731.898014162407;156.0;255.0;255.0;188.25
Car;739.34;157.62;804.81;219.36;23.6;001178.txt;137.52493796526053;8388.825060480023;157.0;255.0;255.0;185.5
Car;281.31;184.56;503.49;334.19;9.49;004301.txt;113.02108108108108;9539.570741774205;143.0;255.0;255.0;197.25
Car;747.41;164.89;1113.25;374.0;6.6;004301.txt;106.66873536299765;10069.352057911494;134.0;255.0;255.0;177.75
Car;416.2;184.31;551.23;271.03;14.46;004301.txt;122.62079608343976;9053.555672248329;144.0;255.0;255.0;204.25
Car;666.11;180.58;720.24;222.43;28.04;004301.txt;149.6851851851852;6837.430873995688;157.0;255.0;255.0;156.5
Car;711.92;181.18;858.75;282.2;12.22;004301.txt;114.68917963224894;9545.485646373538;135.0;255.0;255.0;189.5
Car;560.95;178.03;593.24;207.47;41.56;004301.txt;165.65595611285266;5574.75180099285;192.0;255.0;217.0;155.5
Car;652.27;178.8;688.84;209.01;40.41;004301.txt;159.50672043010752;6240.6527326135965;160.0;255.0;242.0;155.5
Car;64.72;209.46;382.83;364.74;8.71;006391.txt;109.74695171434368;9805.715014039262;125.5;255.0;255.0;174.0
Car;770.17;169.28;876.08;255.98;15.42;006391.txt;127.82549912242212;8707.753253919373;158.0;255.0;255.0;185.5
Car;1058.85;154.32;1241.0;266.96;12.21;006391.txt;120.03198185011709;9097.723947887262;149.0;255.0;255.0;161.5
Car;0.0;226.58;166.93;349.11;10.89;006391.txt;109.83792487021256;9754.4153150591;139.0;255.0;255.0;169.25
Car;1017.51;156.72;1137.93;225.21;18.22;006391.txt;127.7078502415459;8723.519479436509;153.0;255.0;255.0;169.0
Car;985.96;153.04;1044.02;204.59;27.94;006391.txt;144.13584247258225;7484.1635840443105;157.0;255.0;255.0;157.75
Car;689.79;176.05;822.8;270.98;13.63;005794.txt;127.7127659574468;8830.282758162948;156.0;255.0;255.0;189.5
Car;203.73;186.15;455.62;348.28;8.64;005794.txt;112.70125416421713;9583.288420923642;140.0;255.0;255.0;165.25
Car;644.18;179.61;685.83;214.54;30.47;005794.txt;155.21480836236933;6099.416400921463;167.0;255.0;222.0;155.5
Car;870.28;183.98;1241.0;374.0;6.26;003482.txt;109.63752628385149;9796.590113348419;134.0;255.0;255.0;177.75
Car;794.48;177.43;978.56;294.08;11.55;003482.txt;119.97356930509105;9176.546356416506;142.0;255.0;255.0;183.5
Car;776.57;159.42;884.91;248.01;17.2;003482.txt;133.93341656263004;8631.7656457137;155.0;255.0;255.0;190.5
Car;837.19;177.16;1191.25;374.0;7.6;000309.txt;114.5010646993031;9460.25379163363;134.0;255.0;255.0;177.75
Car;789.95;151.37;944.5;272.2;13.29;000309.txt;129.28183151159692;8851.576009548791;151.0;255.0;255.0;204.5
Car;782.18;167.06;836.25;220.71;23.84;000309.txt;136.1090146750524;8255.081756611246;157.0;255.0;255.0;169.5
Car;823.86;153.95;1191.28;374.0;7.05;002081.txt;111.63500577906748;9772.708712501199;134.0;255.0;255.0;241.5
Car;848.83;166.69;979.05;248.88;13.59;002081.txt;119.18199590392851;9177.906227705065;146.0;255.0;255.0;189.0
Car;867.09;153.98;946.66;194.37;28.41;002081.txt;133.80873726458785;8214.710717114978;151.0;255.0;255.0;183.0
Car;993.09;149.29;1077.36;205.65;22.83;002081.txt;111.38419430272108;9796.753064380613;138.0;255.0;255.0;232.5
Car;915.43;151.99;993.49;187.25;31.84;002081.txt;130.2516915954416;8705.256719004601;146.0;255.0;255.0;214.5
Car;0.0;210.77;372.12;374.0;4.29;003808.txt;111.02468528717546;9766.01179064971;130.5;255.0;255.0;179.0
Car;664.81;177.13;756.89;245.0;18.21;003808.txt;143.48597346547314;8144.751241875254;166.0;255.0;255.0;155.5
Car;361.74;187.54;495.6;283.92;13.17;003808.txt;128.94583722014926;8659.953281411934;157.0;255.0;255.0;139.0
Car;768.17;179.46;1241.0;374.0;5.83;003808.txt;109.66288827451618;9872.216300933092;134.0;255.0;255.0;178.5
Car;632.49;178.09;668.23;208.12;35.16;003808.txt;166.98541666666668;5323.864370659721;207.0;255.0;219.0;155.5
Car;0.0;214.12;261.55;374.0;3.53;001412.txt;108.80522629310344;9906.652766028774;117.5;255.0;255.0;178.25
Car;971.36;207.03;1241.0;374.0;2.11;001412.txt;110.67878687070304;9757.440013520554;105.0;255.0;253.0;173.75
Car;742.49;189.82;1062.92;371.91;8.13;001412.txt;115.69302026098902;9374.643546750276;134.0;255.0;255.0;177.75
Car;155.46;199.75;441.46;356.55;9.16;001412.txt;118.2140494855463;9264.789707961385;139.0;255.0;255.0;168.75
Car;357.32;189.23;474.17;274.35;14.6;001412.txt;129.09592760180996;8671.212014587016;154.0;255.0;255.0;144.0
Car;428.37;188.62;515.55;248.83;19.27;001412.txt;139.84444444444443;7955.050323541934;157.0;255.0;255.0;166.5
Car;707.9;181.45;843.89;268.96;14.47;001412.txt;126.45188894523326;8840.298183974142;149.0;255.0;255.0;193.5
Car;691.19;178.3;771.33;238.3;19.68;001412.txt;138.48848958333335;8211.328721676973;159.0;255.0;255.0;166.5
Car;895.57;158.42;1024.41;216.08;26.92;001412.txt;130.6705426356589;8459.840869767027;152.0;255.0;255.0;188.0
Car;641.52;178.65;681.88;206.59;41.25;001412.txt;174.6890625;5735.8383625139495;227.0;255.0;219.0;153.0
Car;596.39;182.68;628.9;201.41;55.96;001412.txt;185.95805921052633;7594.777023864915;241.5;255.0;222.0;109.5
Car;561.75;178.59;600.27;195.08;71.0;001412.txt;193.88348416289594;8209.482276246732;241.5;255.0;222.0;82.0
Car;694.64;165.61;820.31;210.72;29.28;004778.txt;150.3900352733686;7207.28111763544;158.0;255.0;255.0;180.5
Car;1062.7;145.33;1189.06;181.64;33.05;004778.txt;153.5201224846894;6088.280653703282;157.0;255.0;241.0;139.75
Car;1130.16;143.63;1241.0;186.01;28.95;004778.txt;146.7139115860046;6967.976083442423;157.0;255.0;255.0;132.0
Car;1184.19;143.37;1241.0;190.32;26.35;004778.txt;143.50233296005973;7413.459774325867;157.0;255.0;255.0;128.25
Car;949.58;152.32;1034.55;178.98;42.96;004778.txt;158.58653846153845;5987.39861969196;157.0;255.0;255.0;155.25
Car;935.84;153.84;1018.92;179.15;45.39;004778.txt;166.02954124189063;5114.633858547651;157.0;255.0;242.0;147.25
Car;505.82;178.25;544.47;209.43;39.01;004778.txt;162.1579818031431;5320.367928433086;180.0;255.0;205.0;154.75
Car;851.05;155.0;888.27;178.9;56.74;004778.txt;177.73354876615747;6273.820601859842;179.0;255.0;255.0;156.75
Car;0.0;198.61;432.36;374.0;5.82;001417.txt;113.27979337647307;9642.072017513074;135.0;255.0;255.0;205.25
Car;885.57;167.37;1241.0;374.0;5.07;001417.txt;112.02200035281984;9962.915378628999;134.0;255.0;255.0;241.5
Car;412.5;169.2;515.53;257.3;15.68;001417.txt;135.61291924095323;8436.827220560117;157.0;255.0;255.0;174.5
Car;448.13;174.78;546.59;232.97;20.6;001417.txt;139.7177163969036;8534.135481343916;166.0;255.0;255.0;158.5
Car;750.01;155.52;818.39;178.17;52.91;001417.txt;173.33487851662403;5765.0993333612005;167.0;255.0;230.0;154.75
Car;867.58;178.72;1026.63;323.18;9.41;001417.txt;114.08858165256994;9554.268806945134;137.0;255.0;255.0;227.0
Car;905.31;164.54;1054.05;263.68;13.38;001417.txt;123.13229611551759;9743.835456859237;138.0;255.0;255.0;232.5
Car;762.39;156.07;911.7;211.51;24.85;001417.txt;151.96711409395974;6954.922103386005;157.0;255.0;255.0;168.5
Car;1174.85;164.11;1241.0;231.58;17.9;001417.txt;131.6842838048563;9187.710581693571;137.0;255.0;255.0;232.5
Car;1036.27;163.16;1155.75;203.49;27.19;001417.txt;142.93298319327732;8065.770508747617;159.0;255.0;255.0;176.5
Car;188.22;187.57;395.15;337.78;9.86;001418.txt;114.28089371980677;9511.054568927513;142.0;255.0;255.0;203.0
Car;586.07;172.2;673.55;204.2;41.07;001418.txt;166.2851113505747;5886.281947868349;163.0;255.0;254.0;155.5
Car;711.94;163.49;739.51;182.55;70.3;001418.txt;181.56062030075188;6782.001964276882;220.5;255.0;215.0;125.75
Car;286.77;183.7;427.48;294.97;12.51;007143.txt;120.92449364257875;9107.138682535438;150.0;255.0;255.0;204.5
Car;578.11;173.89;660.04;203.91;43.75;007143.txt;166.43668699186992;5736.16997520284;158.0;255.0;246.0;155.5
Car;897.6;164.84;1241.0;374.0;2.72;006648.txt;113.6001315060908;9744.152750536416;134.0;255.0;255.0;224.25
Car;457.65;177.1;620.0;275.53;13.49;006648.txt;128.97076499311382;8866.718220060835;158.0;255.0;255.0;184.5
Car;812.87;185.18;1051.78;364.51;7.91;006648.txt;112.79530632757533;9604.941457598246;134.0;255.0;255.0;222.75
Car;795.13;170.77;933.95;279.8;12.3;006648.txt;122.12721047733014;9151.062995795215;145.0;255.0;255.0;214.5
Car;1133.34;141.1;1241.0;214.85;19.25;006648.txt;129.1943176052765;8767.235071718507;146.0;255.0;255.0;156.75
Car;580.54;170.26;643.18;212.63;27.71;006648.txt;144.01710128495841;7555.01076196782;158.0;255.0;255.0;171.5
Car;887.99;160.24;970.78;197.21;31.12;006648.txt;139.08848909150115;8037.425334773489;150.0;255.0;255.0;193.75
Car;761.93;166.32;804.38;203.08;33.16;006648.txt;162.79714016341924;5977.910607786136;181.0;255.0;255.0;155.75
Car;629.71;168.9;672.85;199.99;38.78;006648.txt;164.57576894223556;5390.2315058790955;165.0;255.0;228.0;155.5
Car;325.63;182.75;445.45;281.53;13.81;005387.txt;124.51963383838384;8987.193553906329;154.0;255.0;255.0;195.5
Car;582.55;175.79;661.78;204.92;45.07;005387.txt;166.3554124836316;5595.91438471637;158.0;255.0;240.0;154.0
Car;99.33;185.65;496.14;374.0;6.99;003577.txt;117.08258033132088;9485.08838859731;139.0;255.0;255.0;226.5
Car;958.06;208.09;1241.0;374.0;1.88;003577.txt;108.39993720464898;9921.141217800136;114.5;255.0;255.0;177.5
Car;803.55;175.69;1185.25;374.0;6.47;003577.txt;111.62560840853482;9722.187865086049;134.0;255.0;255.0;206.25
Car;1185.36;138.75;1241.0;226.45;14.65;003577.txt;124.52790178571429;8902.09743577607;123.0;255.0;255.0;146.0
Car;399.12;179.48;514.28;256.28;16.06;003577.txt;122.0822416713721;9101.308114907151;146.0;255.0;255.0;208.5
Car;460.35;178.62;548.89;235.61;21.15;003577.txt;136.3520235247209;8217.88510057042;152.0;255.0;255.0;199.5
Car;909.33;160.17;1009.71;213.46;24.88;003577.txt;120.85141509433963;9196.966601771093;141.0;255.0;255.0;183.25
Car;841.7;164.6;933.88;208.92;26.33;003577.txt;136.81941699604744;8022.984558751015;151.0;255.0;255.0;214.75
Car;810.84;163.69;889.6;204.4;28.98;003577.txt;150.5754090768756;6685.080991458158;156.0;255.0;255.0;173.75
Car;687.28;173.35;745.64;218.25;27.56;003577.txt;153.47710727969348;6434.572272858223;157.0;255.0;232.0;155.5
Car;531.53;172.54;583.56;210.25;32.36;003577.txt;156.85159412955466;5874.846776304904;160.0;255.0;248.0;155.5
Car;734.1;162.5;796.12;189.99;46.64;003577.txt;168.26269414575867;5662.953542562366;168.0;255.0;246.0;155.5
Car;1211.83;99.88;1241.0;374.0;3.05;006399.txt;121.50909090909092;9170.233917355374;141.0;255.0;255.0;172.75
Car;248.46;187.22;419.06;296.5;12.93;006399.txt;110.22089436128547;9827.358885814207;135.0;255.0;255.0;173.75
Car;0.0;183.23;450.06;374.0;5.38;006399.txt;108.41242873763817;9953.342063676566;134.0;255.0;255.0;201.75
Car;880.24;136.38;1071.94;205.18;21.33;006399.txt;137.7110744366037;8095.670429750813;146.0;255.0;255.0;207.25
Car;1040.76;142.93;1136.29;188.33;30.59;006399.txt;145.95544610507247;7194.194403084504;157.0;255.0;254.0;136.75
Car;1086.95;145.14;1195.41;186.38;30.94;006399.txt;144.04128440366972;7396.035104727573;157.0;255.0;247.0;113.25
Car;434.82;185.95;505.02;231.92;24.98;006399.txt;141.3619871402327;7862.24151583082;157.0;255.0;255.0;155.5
Car;370.44;187.28;477.35;256.21;19.15;006399.txt;126.59647162400108;8936.476979288338;142.0;255.0;255.0;210.5
Car;680.53;175.24;735.81;213.4;30.86;006399.txt;152.6683014354067;6241.518803813443;157.0;255.0;251.0;151.75
Car;472.27;183.96;523.77;222.8;31.14;006399.txt;152.54826546003017;6830.901767981819;159.0;255.0;255.0;155.5
Car;614.87;181.44;650.68;210.18;42.14;006399.txt;166.71168582375478;5395.800974552634;202.0;255.0;219.0;155.5
Car;674.65;173.46;766.75;205.85;34.99;006399.txt;156.40056046195653;5824.653664767405;157.0;255.0;251.0;154.75
Car;598.85;174.05;640.44;189.87;78.3;006399.txt;183.8265873015873;7307.473499464601;226.0;255.0;220.0;155.5
Car;1240.35;175.47;1241.0;208.41;1.73;003840.txt;117.0909090909091;9384.158402203857;129.0;255.0;255.0;163.75
Car;371.7;160.61;673.16;281.22;12.19;003840.txt;129.5644121832412;8937.588265278957;152.0;255.0;255.0;201.5
Car;0.0;165.02;23.1;207.08;24.96;003840.txt;156.7973602484472;6081.076173155935;157.0;255.0;255.0;136.0
Car;1175.19;176.33;1241.0;301.69;10.26;003840.txt;114.29742424242424;9489.676417607894;140.0;255.0;255.0;201.0
Car;790.14;178.43;909.97;238.79;19.38;003840.txt;136.26596638655462;8443.256362721559;163.0;255.0;255.0;159.5
Car;1171.71;174.05;1241.0;234.97;19.45;003840.txt;120.61732142857143;9168.48230711097;144.0;255.0;255.0;199.5
Car;929.67;166.61;1003.75;208.43;28.61;003840.txt;155.7701093951094;6692.486564724198;158.0;255.0;234.0;155.5
Car;684.38;179.95;865.9;297.2;10.41;003225.txt;120.52264959265848;9081.712919901656;148.0;255.0;255.0;168.75
Car;585.38;169.76;693.22;216.36;25.79;003225.txt;155.97527580772262;5682.157978154822;156.5;255.0;253.0;124.25
Car;771.88;164.52;899.26;220.83;21.72;003225.txt;138.32223074776786;7793.567030905461;152.0;255.0;255.0;177.0
Car;865.99;163.43;972.77;211.34;24.45;003225.txt;151.01280179127727;6426.893673730962;157.0;255.0;240.0;139.75
Car;954.14;165.25;1034.15;204.03;27.03;003225.txt;153.86858974358975;5940.207731344511;158.0;255.0;225.0;137.5
Car;1002.94;156.04;1093.57;200.35;29.79;003225.txt;160.91845654345656;5648.714629385973;172.0;255.0;219.0;155.5
Car;0.0;192.29;332.99;374.0;5.91;007357.txt;106.67662269958957;10043.622021686653;127.0;255.0;255.0;179.0
Car;623.59;168.43;721.08;204.21;36.72;007357.txt;159.75403911564626;6019.800260046089;164.0;255.0;255.0;155.5
Car;840.34;154.58;906.73;176.59;51.7;007357.txt;160.42751377410468;6519.501632799397;158.0;255.0;255.0;160.75
Car;464.55;177.93;498.35;204.39;45.64;007357.txt;170.34368191721134;5411.985368578563;211.0;255.0;219.0;155.5
Car;764.35;156.11;794.49;176.89;65.37;007357.txt;184.52708333333334;7445.191766493057;233.0;255.0;219.0;119.25
Car;0.0;202.07;257.92;374.0;5.18;000977.txt;109.14765632069496;9940.1675583023;134.0;255.0;255.0;177.75
Car;1072.59;111.3;1241.0;225.67;12.9;000977.txt;127.81604899823523;8720.30787800528;151.0;255.0;255.0;156.25
Car;1228.04;131.51;1241.0;187.6;21.79;000977.txt;118.94883241758242;9153.130280230158;112.5;255.0;253.0;148.25
Car;379.22;189.75;492.79;260.4;17.11;000977.txt;126.16356101209024;8846.66547638812;152.0;255.0;255.0;147.0
Car;209.32;188.44;436.01;317.25;11.32;000977.txt;119.36755967626267;9190.214479845457;143.0;255.0;255.0;161.75
Car;733.72;170.63;819.1;224.14;22.63;000977.txt;139.2150624461671;8065.421609901354;157.0;255.0;255.0;171.25
Car;453.38;182.82;528.33;235.57;23.29;000977.txt;138.19924528301885;8110.207848487006;158.0;255.0;255.0;166.5
Car;504.67;184.58;552.34;222.41;29.57;000977.txt;146.65625;7101.106616639255;157.0;255.0;254.0;152.0
Car;517.73;184.08;560.68;216.71;34.66;000977.txt;150.94240552325581;6487.246137818109;157.0;255.0;251.0;152.0
Car;645.72;178.52;689.2;214.05;34.17;000977.txt;154.36647727272728;6309.668724711606;159.0;255.0;229.0;155.5
Car;725.27;170.78;849.39;213.34;26.76;000977.txt;142.49221680420106;7643.648007688931;157.0;255.0;255.0;170.0
Car;687.44;176.24;740.44;205.07;42.18;000977.txt;155.26252439817827;5916.579096555196;158.0;255.0;251.0;155.5
Car;649.63;170.27;694.91;183.8;76.34;000977.txt;178.07264957264957;6792.240875885747;217.0;255.0;228.0;155.5
Car;537.1;174.09;575.37;186.89;75.66;000977.txt;179.45888157894737;6730.724186468432;217.0;255.0;219.0;155.5
Car;1004.87;193.02;1241.0;374.0;3.76;001062.txt;110.36281674709187;9881.907055524918;134.0;255.0;255.0;177.75
Car;813.09;186.81;1085.59;336.48;9.26;001062.txt;117.65837009803921;9315.00580126499;138.0;255.0;255.0;232.5
Car;228.28;182.65;454.77;321.81;10.04;001062.txt;127.62420417648183;9251.446294211319;151.0;255.0;255.0;202.5
Car;396.11;187.65;508.45;268.19;15.46;001062.txt;128.0281635802469;8782.01056042827;154.0;255.0;255.0;195.5
Car;738.63;182.33;863.42;263.27;16.06;001062.txt;131.0042962962963;8625.5672408011;152.0;255.0;255.0;194.5
Car;473.84;176.82;546.17;237.47;23.01;001062.txt;144.6424320682686;7789.882531430655;158.0;255.0;255.0;163.5
Car;543.58;177.72;605.72;219.99;29.78;001062.txt;163.16301843317973;6347.8680102439;176.0;255.0;230.0;155.5
Car;721.68;177.34;779.69;231.59;23.5;001062.txt;142.28176883780333;8170.121436462528;163.0;255.0;255.0;166.5
Car;651.36;178.09;707.39;207.59;40.12;001062.txt;167.75492610837438;5331.751823024096;208.0;255.0;220.0;155.5
Car;1065.63;204.95;1241.0;374.0;1.61;003337.txt;117.72451537433155;9433.810672392145;134.0;255.0;255.0;184.5
Car;628.31;180.01;735.73;250.24;16.23;003337.txt;134.8448598130841;8315.304235928277;157.0;255.0;255.0;149.0
Car;558.14;172.3;646.48;210.12;31.55;003337.txt;164.15154007177034;5372.824299362628;157.0;255.0;255.0;151.0
Car;703.81;169.5;803.22;212.88;27.73;003337.txt;155.5542441860465;6041.559964545025;157.0;255.0;255.0;151.25
Car;780.71;167.46;866.85;205.19;30.61;003337.txt;161.5356487148103;5360.632297100588;172.5;255.0;209.0;154.0
Car;856.93;168.29;919.78;199.38;33.45;003337.txt;163.06374807987712;5154.407354513085;180.5;255.0;199.0;154.0
Car;898.32;159.49;974.18;195.36;36.36;003337.txt;169.64912280701753;5612.938654201292;203.0;255.0;222.0;155.5
Car;165.9;199.01;422.9;342.89;9.6;001723.txt;115.81731789611167;9397.667172812302;139.0;255.0;255.0;169.0
Car;0.0;201.08;240.25;374.0;3.94;001723.txt;110.02310934489402;9919.151224147006;133.0;255.0;255.0;179.0
Car;795.63;166.96;948.81;252.17;15.02;001723.txt;128.91301869585044;8679.657124935202;157.0;255.0;255.0;174.5
Car;377.29;185.39;497.42;267.12;15.77;001723.txt;127.61176321138211;8754.360171586208;152.0;255.0;255.0;188.25
Car;467.61;186.44;537.63;238.69;22.02;001723.txt;137.9385989010989;8134.478784850107;157.0;255.0;255.0;153.25
Car;495.08;185.81;552.85;228.62;27.09;001723.txt;144.36321909424726;7472.640103713319;157.0;255.0;255.0;151.75
Car;661.26;178.76;715.68;225.28;26.51;001723.txt;147.41843971631207;7587.019155642742;161.0;255.0;249.0;155.5
Car;772.49;162.9;953.3;223.0;19.16;001723.txt;135.3645503124717;8500.617940856111;161.0;255.0;255.0;175.5
Car;676.64;180.23;738.97;218.18;30.8;001723.txt;146.33881578947367;7114.638493334487;157.0;255.0;249.0;155.0
Car;712.2;174.71;776.83;210.08;34.61;001723.txt;152.85753038194446;6166.848734525987;157.0;255.0;253.0;155.5
Car;690.29;169.36;730.03;182.39;73.88;001723.txt;175.09471153846152;6594.9472797244825;201.0;255.0;219.0;155.0
Car;12.54;191.25;357.9;374.0;7.23;000753.txt;108.2031678149996;9936.562191596371;134.0;255.0;255.0;177.75
Car;607.58;168.14;701.4;202.5;38.22;000753.txt;162.46292240300374;5906.868618993978;163.0;255.0;255.0;155.5
Car;452.54;178.73;485.89;204.42;46.95;000753.txt;171.92162004662003;5550.110698074749;218.0;255.0;219.0;155.5
Car;742.58;157.11;772.41;177.3;67.14;000753.txt;185.00583333333333;7509.972465972221;235.5;255.0;219.0;118.0
Car;0.0;182.25;96.89;374.0;5.18;005407.txt;116.80080837673611;9397.81107139514;138.0;255.0;255.0;198.25
Car;32.33;190.42;211.8;331.62;9.88;005407.txt;122.55537065652364;9071.654735508837;143.0;255.0;255.0;208.25
Car;839.41;166.93;894.22;187.52;58.12;005407.txt;188.48008658008658;7946.759560165664;239.0;255.0;219.0;102.0
Car;1092.81;183.85;1241.0;374.0;5.11;005407.txt;113.80974384201834;9776.747526548104;134.0;255.0;255.0;241.5
Car;623.83;160.97;842.89;244.92;16.6;005407.txt;145.58970700152207;8374.888995489278;166.0;255.0;255.0;156.5
Car;0.0;170.08;34.47;208.34;28.08;005407.txt;143.56946594427245;7336.718084699304;154.0;255.0;255.0;147.5
Car;968.38;172.41;1096.05;225.59;21.35;005407.txt;151.65392836084905;7613.750185776707;161.0;255.0;249.0;155.5
Car;1140.37;166.29;1235.32;208.45;28.12;005407.txt;158.12468671679198;6387.53658354847;167.0;255.0;255.0;162.5
Car;0.0;195.42;130.9;374.0;2.01;004663.txt;109.5063386334336;9798.071532662298;96.0;255.0;251.0;168.5
Car;671.28;166.92;784.08;207.81;32.22;004663.txt;157.0356680336715;6358.32222228738;164.0;255.0;255.0;158.5
Car;1007.01;150.57;1118.91;183.5;36.35;004663.txt;152.65410865410865;6368.076646373125;146.0;255.0;255.0;146.25
Car;1059.99;149.33;1180.46;187.48;32.27;004663.txt;123.19242061765985;9191.724337942262;135.0;255.0;255.0;209.0
Car;910.34;157.12;987.61;181.78;46.27;004663.txt;157.67911255411255;6873.811262848803;157.0;255.0;255.0;161.25
Car;495.09;180.64;532.89;209.65;41.78;004663.txt;166.3560111835974;5388.659835720286;198.0;255.0;219.0;155.5
Car;820.63;158.64;855.98;181.07;60.08;004663.txt;184.03385093167702;7351.4382951082125;229.0;255.0;218.0;113.25
Car;0.0;188.22;397.83;374.0;3.77;001142.txt;109.10585100620243;9925.373566426593;134.0;255.0;255.0;237.0
Car;894.05;181.63;1241.0;374.0;3.25;001142.txt;109.90884487315405;9917.442307427682;134.0;255.0;255.0;177.75
Car;309.0;187.82;462.5;291.36;12.68;001142.txt;121.9163367269985;9140.501877404966;141.0;255.0;255.0;220.0
Car;404.43;181.22;512.67;250.38;17.89;001142.txt;135.70474369296832;8377.97706821128;159.0;255.0;255.0;177.5
Car;928.63;162.0;1038.56;223.07;21.96;001142.txt;129.4647913561848;8633.29227749;154.0;255.0;255.0;140.25
Car;845.22;168.09;946.98;218.62;23.31;001142.txt;141.4710891089109;7672.511243368297;155.0;255.0;255.0;172.75
Car;810.61;168.04;896.81;213.75;26.01;001142.txt;146.76220930232557;7035.202305713298;157.0;255.0;247.0;141.5
Car;795.05;171.42;883.16;211.98;29.2;001142.txt;147.34133522727274;6896.7199959444415;157.0;255.0;247.0;119.75
Car;670.22;176.7;735.58;227.87;24.43;001142.txt;149.7237556561086;7191.282286347537;159.0;255.0;246.0;155.5
Car;496.51;176.63;555.94;218.89;29.08;001142.txt;154.63337368845845;6276.508240514918;164.0;255.0;253.0;155.5
Car;717.76;167.64;783.98;197.02;43.66;001142.txt;165.1054292929293;5529.394819007628;164.0;255.0;246.0;155.5
Car;862.65;129.39;1241.0;304.96;8.19;000110.txt;118.09102525442894;9381.209592277164;141.0;255.0;255.0;196.0
Car;1184.97;141.54;1241.0;187.84;24.57;000110.txt;114.97978642257819;9409.951155103128;113.5;255.0;254.0;165.0
Car;346.64;175.63;449.93;248.9;17.86;000110.txt;128.8312940550605;8646.067229220487;157.0;255.0;255.0;132.25
Car;420.44;170.72;540.83;256.12;16.3;000110.txt;128.27252906976744;8740.887113565046;158.0;255.0;255.0;182.5
Car;815.59;143.96;962.82;198.54;26.65;000110.txt;143.51768707482992;7481.363972881671;157.0;255.0;254.0;103.0
Car;966.1;144.74;1039.76;182.96;35.99;000110.txt;143.11986301369862;7404.601710723845;156.0;255.0;255.0;160.5
Car;1004.98;144.16;1087.13;178.96;36.47;000110.txt;127.98688873139618;8779.541110872808;145.0;255.0;255.0;159.25
Car;407.73;178.44;487.07;230.28;24.13;000110.txt;125.88227163461538;8830.261200128134;157.0;255.0;255.0;131.25
Car;657.19;166.33;702.65;198.71;35.96;000110.txt;158.33194444444445;5659.070021219136;157.0;255.0;232.0;155.5
Car;599.3;171.76;631.96;197.12;47.31;000110.txt;170.96394230769232;5641.490887342827;209.0;255.0;222.0;155.5
Car;557.79;165.74;591.61;181.27;80.12;000110.txt;190.63511029411765;8054.3199805025415;241.5;255.0;219.0;88.75
Car;704.45;163.18;837.39;210.68;27.84;003903.txt;148.08242681171012;7537.721769250562;156.0;255.0;255.0;180.5
Car;1087.02;142.89;1221.16;181.05;31.5;003903.txt;144.11992920015308;7186.840429463032;156.0;255.0;255.0;158.75
Car;1163.21;139.28;1241.0;183.68;27.39;003903.txt;144.4504662004662;7284.625314467973;157.0;255.0;255.0;125.25
Car;1220.51;141.03;1241.0;188.92;24.8;003903.txt;138.96225937183385;7949.820510802027;157.0;255.0;255.0;122.0
Car;968.64;149.4;1057.85;177.2;41.36;003903.txt;163.1217897271268;5176.900696957389;160.5;255.0;200.0;145.0
