Type;BBox_left;BBox_top;BBox_right;BBox_bottom;Distance;Label Name;Mean Depth;Depth Variance;BBox Area;BBox Height;BBox Width
Car;200.81;176;419.87;259.25;15.74;001839.txt;118.445934422622;9205.89429592638;18177;83;219
Car;839.94;153.23;931.01;208.25;29.38;001839.txt;153.679693675889;6077.85713706032;5060;55;92
Car;903.02;166.43;982.43;204.91;30.17;001839.txt;153.939123917388;6038.81083440903;3002;38;79
Car;301.81;182.23;462.51;237.37;20.74;001839.txt;124.650846979108;8944.72080814768;8855;55;161
Car;340.31;179.14;461.87;228.49;23.45;001839.txt;128.068434811941;8761.82138346687;5929;49;121
Car;353.44;172.04;494.3;223.89;25.77;001839.txt;135.471700737032;8169.74648742873;7191;51;141
Car;648.12;169.2;715.88;193.64;45.85;001839.txt;173.655006218906;5641.36030143031;1608;24;67
Car;0;204.58;277.77;318.09;10.53;000331.txt;118.422810184306;9206.52949362924;31578;114;277
Car;315.63;189.85;446.85;238.82;22.43;000331.txt;145.288479513943;7253.32918804488;6419;49;131
Car;0;208.84;238.54;338.87;9.22;003516.txt;114.52298804137;9469.04415480787;30940;130;238
Car;299;190.28;439.26;242.43;21.13;003516.txt;141.357245879121;7775.34500587636;7280;52;140
Car;582.56;180.78;614.75;208.09;40.17;001087.txt;175.453404017857;5818.53968149302;896;28;32
Car;1005.15;189.01;1241;338.95;9.09;001087.txt;119.341741553862;9165.5951339935;35164;149;236
Car;701.04;177.18;853.58;230.51;21.93;001087.txt;135.458695382324;8143.21390961873;8056;53;152
Car;696.84;177.67;829.09;223.96;24.51;001087.txt;139.849174566852;7761.3290414893;6118;46;133
Car;674.65;179.84;778.42;215.47;32.05;001087.txt;151.954460470086;6591.48617401446;3744;36;104
Car;0;192.74;291.62;341.29;8.2;000883.txt;120.78524643096;9096.59942162278;43359;149;291
Car;124.99;189.24;403.8;273.79;13.42;000883.txt;132.202242276839;8670.67375713297;23436;84;279
Car;1087;162.83;1241;374;4.12;000883.txt;114.328121171282;9757.28916019213;32648;212;154
Car;990.96;159.84;1159.28;254.34;13.13;000883.txt;136.9961849891;8221.83145539275;16055;95;169
Car;1094.93;153.09;1241;253.48;13;000883.txt;127.698265306123;8852.70300379356;14700;100;147
Car;135.59;184.91;308.01;237.45;20.65;000883.txt;134.754226196968;8327.31095525519;9169;53;173
Car;1227.97;164.14;1241;275.34;8.59;001830.txt;133.513030888031;8244.22312491925;1554;111;14
Car;564.06;188.54;599.7;221.33;34.71;005416.txt;168.223593073593;5584.82251695995;1155;33;35
Car;1109.39;178.07;1241;374;3.55;005416.txt;105.955898268398;10030.2815854949;25872;196;132
Car;947.72;180.8;1241;374;6.07;005416.txt;108.215429728593;9867.1430624705;57036;194;294
Car;765.44;180.83;1033.49;267.48;13.69;005416.txt;122.920194287185;9056.85526040144;23316;87;268
Car;872.8;173.41;1241;319.37;8.57;005416.txt;111.683274863571;9678.8659629843;53874;146;369
Car;932.15;179.02;1241;374;6.15;006231.txt;105.01236411916;10165.3045770265;60255;195;309
Car;743.75;155.14;1071.88;291.88;11;006231.txt;115.331319494261;9490.21523635973;44608;136;328
Car;4.03;194.44;295.57;291.66;12.12;006231.txt;122.304274276402;8987.48788090511;28227;97;291
Car;216.49;187.6;372.66;246.04;19.28;006231.txt;132.617068665798;8472.15388510567;9204;59;156
Car;348.46;183.65;440.72;218.3;31.19;006231.txt;161.538897515528;5635.77535033732;3220;35;92
Car;251.18;192.06;460.49;256.23;17.13;002670.txt;137.898157147129;8117.12238446275;13376;64;209
Car;709.28;174.94;971.94;264.54;13.11;002670.txt;121.501505513147;9118.61420468848;23580;90;262
Car;681.2;165.85;892.32;248.58;16.44;002670.txt;129.064937475019;8745.66861188012;17513;83;211
Car;372.49;186.36;495.68;227.09;27.68;002670.txt;155.508724965298;6452.744867361;5043;41;123
Car;412.5;186.56;512.05;218.54;33.48;002670.txt;163.985625;5676.90635585937;3200;32;100
Car;0;173.85;177.78;374;6.33;006527.txt;107.677108806251;10034.2144584257;35577;201;177
Car;946.28;144.39;1116.4;229.8;19.77;006527.txt;137.752439446367;8142.19357536398;14450;85;170
Car;1034.86;163.26;1182.85;221.7;20.52;006527.txt;134.643085973905;8422.91679341246;8584;58;148
Car;32.87;186.32;355.73;292.32;11.23;006527.txt;113.05680822478;9581.81929458504;34238;106;323
Car;153.55;178.97;373.16;263.66;14.01;006527.txt;119.029639037433;9173.88956270393;18700;85;220
Car;201.47;165.87;435.45;249.64;16.28;006527.txt;124.359266890517;8905.93878190048;19656;84;234
Car;345.53;168.2;490.18;226.47;22.54;006527.txt;133.852586206897;8427.67520734245;8410;58;145
Car;364.61;175.21;500.48;219.29;24.52;006527.txt;135.044284759358;8313.21854353924;5984;44;136
Car;664.46;172.02;751.06;203.02;36.27;006527.txt;158.781609195402;5564.5529728647;2697;31;87
Car;1096.29;185.38;1146.8;223.19;30.16;001894.txt;166.265263157895;5773.57095124654;1900;38;50
Car;222.06;198.28;350.49;264.82;17.65;002421.txt;158.465642755682;5631.05901134113;8448;66;128
Car;119.62;198.41;288.45;268.4;18.39;002421.txt;160.701690617075;5863.53489147825;11830;70;169
Car;0;208.02;50.09;265.75;18.98;002421.txt;171.095877192982;5718.66370230071;2850;57;50
Car;878.34;175.16;1241;374;4.89;007437.txt;109.035625787339;9922.65792899811;72237;199;363
Car;735.98;172.04;858.29;248.74;15.68;007437.txt;134.273614676936;8392.57695892812;9348;76;123
Car;566.54;181.61;615.96;216.17;30.4;007437.txt;157.209912536443;5647.25535363667;1715;35;49
Car;593.05;178;629.4;205.66;39.55;007437.txt;163.224537037037;5588.75642468278;972;27;36
Car;0;207.9;225.09;374;5.48;001827.txt;114.566926147705;9631.76401723141;37575;167;225
Car;720.99;175.87;1022.41;272.55;11.55;001827.txt;133.822907421315;8320.27254857565;29294;97;302
Car;220.77;166.58;421.24;258.48;15.75;007392.txt;125.416882976422;8834.77534875269;18492;92;201
Car;298.01;174.11;461.87;237.7;20.36;007392.txt;125.608360112961;8854.61380585104;10269;63;163
Car;812.54;151.54;884.59;198.56;33.98;007392.txt;157.177895981088;5650.20668044308;3384;47;72
Car;867.87;161.92;931.9;195.08;34.71;007392.txt;155.78125;5927.82967601103;2176;34;64
Car;360.6;177.09;489.3;221.7;25.39;007392.txt;130.320604298802;8600.79991725286;5676;44;129
Car;386.21;174.53;485.77;215.56;28.03;007392.txt;132.603535353535;8465.31626983683;4059;41;99
Car;394.1;168.17;511.57;211.77;30.49;007392.txt;140.644305307096;7752.25044411589;5031;43;117
Car;579.52;174.68;608.81;201.05;41.47;006350.txt;178.898148148148;6253.79773603425;783;27;29
Car;850.97;183.5;1241;374;7.46;006350.txt;108.704131572957;9902.75050970398;74681;191;391
Car;803.42;177.16;906.11;236.81;19.53;006350.txt;138.310473918052;7832.87575503293;6077;59;103
Car;663.68;170.93;764.58;206.58;32.32;006350.txt;156.795242024202;6000.87089045298;3636;36;101
Car;562.22;181.85;598.74;214.34;34.2;005283.txt;165.852272727273;5545.15326082798;1188;33;36
Car;1029.07;175.76;1241;374;4.73;005283.txt;103.736939414051;10249.7452605864;42188;199;212
Car;780.42;173.37;1083.94;270.29;12.33;005283.txt;119.897774829029;9196.12450629355;29391;97;303
Car;918.64;164.04;1241;339.14;7.21;005283.txt;108.429703670942;9953.51855687814;56525;175;323
Car;173.78;167.18;400.59;270.05;14.15;000666.txt;121.052606817501;9061.84901388369;23381;103;227
Car;269.86;172.9;449.21;242.06;18.79;000666.txt;123.263591269841;8960.6616109123;12600;70;180
Car;821.06;150.49;899.04;199.95;32.42;000666.txt;157.797030350602;5532.80646161551;3822;49;78
Car;878.52;160.37;947.02;195.14;33.18;000666.txt;158.988302277433;5492.19292734548;2415;35;69
Car;343.4;177.76;481.47;225.44;23.8;000666.txt;128.440217391304;8731.11553835854;6624;48;138
Car;372.01;176.32;478.23;219.9;26.44;000666.txt;130.820754716981;8607.71468990868;4558;43;106
Car;382.36;169.07;506.8;215.16;28.89;000666.txt;138.871099228612;7866.29925941582;5704;46;124
Car;578.37;182.11;612.82;210.45;38.94;003342.txt;177.501050420168;6024.46691066132;952;28;34
Car;739.46;176.99;949.14;249.35;16.41;003342.txt;131.773891063275;8482.10489236126;15330;73;210
Car;728.51;178.88;903.22;239.1;19;003342.txt;136.084426229508;8169.98006190732;10675;61;175
Car;696.37;179.56;822.91;222.66;26.58;003342.txt;147.756413805832;7064.59584295317;5418;43;126
Car;722.21;177.1;863.34;232.88;21.36;003342.txt;139.96802063185;7811.44488318719;7755;55;141
Car;188.08;184.42;393.95;301.9;10.72;001392.txt;125.979038982698;8799.40953562012;23985;117;205
Car;305.32;168.75;450.38;267.74;15.01;001392.txt;134.270149773598;8392.42468541818;14355;99;145
Car;415.55;182.2;485.46;230.82;23.64;001392.txt;147.19375;7089.26692522321;3360;48;70
Car;450.38;175.33;502.11;214.16;32.59;001392.txt;165.15409270217;6282.5756144135;2028;39;52
Car;0;210.39;215.68;374;3.84;002849.txt;112.056600964266;9762.81757766947;35260;164;215
Car;285.46;183.42;470;295.88;12.75;002849.txt;134.632541023166;8484.12101878451;20720;112;185
Car;231.17;187.44;378.85;262.42;17.05;002849.txt;137.678934240363;8222.75376485055;11025;75;147
Car;757.67;158.06;899.9;207.74;22.11;003799.txt;134.983723771199;8098.94400786391;6958;49;142
Car;0;172.17;312.09;369.75;7.06;003799.txt;116.197367564753;9347.7652566392;61464;197;312
Car;381.94;161.44;489.03;228.39;17.32;003799.txt;142.819893587618;7585.74261004948;7236;67;108
Car;429.99;148.86;514.84;213.35;21.83;003799.txt;150.247511312217;7028.44136258471;5525;65;85
Car;483.18;158.69;531;195.31;30.4;003799.txt;157.278434684685;5852.65783448673;1776;37;48
Car;567.66;175.45;611.28;211.27;31.01;006591.txt;161.249842171717;5912.40364580842;1584;36;44
Car;1061.93;181.69;1241;374;4.15;006591.txt;110.193293033967;9884.98478806209;34740;193;180
Car;487.7;169.78;531.58;199.62;36.81;006591.txt;150.701704545455;7123.65173951877;1320;30;44
Car;290.05;171.95;452.72;247.73;18.92;005967.txt;130.586643112411;8562.46077594703;12312;76;162
Car;342.75;178.04;482.44;232.81;23.5;005967.txt;131.098148148148;8572.5794542426;7560;54;140
Car;797.25;158.53;861.02;201.3;37.11;005967.txt;159.46121002907;5514.60169301257;2752;43;64
Car;388.8;179.6;502.32;219.2;28.5;005967.txt;134.96326754386;8223.07376037579;4560;40;114
Car;416.24;174.03;521.81;213.38;33.68;005967.txt;142.807875457876;7493.7146754619;4095;39;105
Car;0;204.51;156.41;374;5.82;000686.txt;112.531033182504;9785.21112216029;26520;170;156
Car;332.6;177.82;493.22;226.99;21.77;000686.txt;148.652395740905;7127.61072787685;7889;49;161
Car;685.1;170.22;871.57;235.13;17.78;000686.txt;128.552336641853;8727.71214921339;12090;65;186
Car;667.42;161.53;828.67;225.02;21.15;000686.txt;136.72008443323;8334.91216066834;10304;64;161
Car;403.11;175.1;508.82;210.11;31.91;000686.txt;158.780272108844;6455.84913461983;3675;35;105
Car;438.23;175.98;524.12;203.53;38.21;000686.txt;169.889223421927;6135.67304831719;2408;28;86
Car;0;168.11;263.45;355.89;7.53;002559.txt;110.581418637279;9777.47935644704;49181;187;263
Car;0;190.58;341.47;308.75;9.74;002559.txt;112.215244296436;9655.65491001413;40238;118;341
Car;396.39;180.46;529.25;221.69;25.78;002559.txt;153.316568861177;6512.20021511157;5453;41;133
Car;1218.62;164.02;1241;247.5;12.97;002559.txt;111.26165531692;9599.31157840188;1909;83;23
Car;692.23;177.93;845.62;231.18;21.46;002559.txt;131.212448559671;8594.5976579116;8262;54;153
Car;677.76;169.93;814.66;223.66;24.83;002559.txt;139.385847526359;8082.76643663639;7398;54;137
Car;446.06;179.49;538.78;210.48;35.9;002559.txt;160.019197054699;6159.02987340858;2852;31;92
Car;475.51;178.87;553.17;203.98;41.9;002559.txt;170.488461538462;6271.43063609468;1950;25;78
Car;1139.73;185.57;1193.05;225.06;28.97;005020.txt;166.29375;5843.69287760417;2160;40;54
Car;91.58;189.09;342.74;277.39;12.8;005690.txt;128.769263853676;8697.33040806004;22088;88;251
Car;789.2;183.15;1185.06;327.29;8.89;006261.txt;111.598248106061;9629.91191542132;57024;144;396
Car;661.57;162.94;914.84;272.13;13.65;006261.txt;119.40580309019;9235.03571910891;27830;110;253
Car;0;208.35;120.87;374;6.47;006261.txt;110.182894076305;9899.52002616248;19920;166;120
Car;20.21;193.13;276.89;278.59;13.86;006261.txt;123.189200367647;9031.73329789;21760;85;256
Car;189.4;188.76;334.02;243.15;20.89;006261.txt;133.696269592477;8399.37599235365;7975;55;145
Car;305.11;183.93;394.53;217.06;32.7;006261.txt;164.89681097158;5969.20919670386;3026;34;89
Car;200.72;194.93;342.52;266.84;16.3;005775.txt;156.52239827856;5866.60772406047;10224;72;142
Car;89.05;194.93;279.46;270.31;17.06;005775.txt;158.814387119114;6068.10715104404;14440;76;190
Car;0;208.53;24.27;266.28;17.7;005775.txt;166.127873563218;5461.34428053574;1392;58;24
Car;465.76;188.27;670.53;298;11.21;005629.txt;123.633647450111;8926.86688337017;22550;110;205
Car;355.21;187.35;592.02;289.03;12.96;005629.txt;126.463349052701;8728.3913099719;24174;102;237
Car;143.67;191.61;354.32;268.25;16.98;005629.txt;134.639625777067;8403.59401790637;16247;77;211
Car;26.54;181.28;235;260.89;19.31;005629.txt;137.289231421477;8124.0767231147;16511;79;209
Car;0;184.17;382.62;374;7;005388.txt;112.628282584734;9673.87125369143;72580;190;382
Car;0;185.93;270.39;308;11.26;005388.txt;113.299480578139;9637.52752758326;33210;123;270
Car;364.68;186.09;448.88;233.59;23.28;005388.txt;154.646719858156;5889.96352900764;3948;47;84
Car;294.93;186.55;401.73;235.42;24.38;005388.txt;133.092599656685;8210.05579684659;5243;49;107
Car;0;151.72;141.23;374;5.56;001649.txt;106.672955824826;10064.8575254583;31443;223;141
Car;76.39;164.06;376.09;280.6;11.68;001649.txt;116.875790229885;9356.60468687554;34800;116;300
Car;157.59;179.45;413.24;259.34;13.89;001649.txt;119.996228027344;9143.02846477613;20480;80;256
Car;0;180.21;258.44;321.2;8.63;001649.txt;108.074839188521;9891.57106631231;36378;141;258
Car;425.79;174.16;539.31;209.5;29.95;001649.txt;161.924937343358;5683.40288690084;3990;35;114
Car;1085.94;160.61;1241;242.45;17.09;001649.txt;130.019934333959;8694.80717766923;12792;82;156
Car;678.59;172.21;804.42;216.52;25.63;001649.txt;137.957025613276;7922.88149555418;5544;44;126
Car;666.29;166.13;782.25;211.96;28.95;001649.txt;147.026676245211;7337.20374240093;5220;45;116
Car;603.03;192.01;838.51;325.67;9.56;005129.txt;117.323004319309;9269.53359814092;31255;133;235
Car;481.55;190.25;742.15;305.91;11.6;005129.txt;120.595852073963;9104.72217170026;30015;115;261
Car;285.28;193.29;487.1;272.12;16.59;005129.txt;130.848680912395;8637.35536108743;15958;79;202
Car;190.69;181.82;377.69;259.29;19.72;005129.txt;134.842657342657;8293.87336477454;14586;78;187
Car;0;219.75;117.82;374;6.61;003978.txt;118.31676316515;9290.6685058725;18135;155;117
Car;257.22;191.93;419.89;251.91;18.53;003978.txt;142.993595679012;7560.65610610402;9720;60;162
Car;578.7;181.47;613.74;209.36;39.43;003579.txt;177.146428571429;5984.33213010204;980;28;35
Car;1215.99;201.5;1241;352.03;5.38;003579.txt;113.371051961284;9739.0544371002;3926;151;26
Car;725.21;177.12;911.23;241.62;18.3;003579.txt;132.227675571237;8428.51740526571;11904;64;186
Car;715.37;179.7;872.41;234.18;20.93;003579.txt;136.823074696005;8086.35621915076;8635;55;157
Car;687.93;179.52;805.77;219.77;28.42;003579.txt;149.255508474576;6941.49054169061;4720;40;118
Car;709.84;177.64;838.08;228.71;23.27;003579.txt;142.387976896185;7590.66122343403;6579;51;129
Car;0;213.5;176.56;374;4.6;003155.txt;116.84127082157;9496.68324131274;28336;161;176
Car;866.3;173.34;1226.18;281.17;10.43;003155.txt;129.547788065844;8587.4054709304;38880;108;360
Car;1019.92;183.93;1063.15;218.98;32.25;004538.txt;167.678084415584;5836.85822100586;1540;35;44
Car;848.81;178.48;883.3;208.3;36.74;002482.txt;167.912380952381;5502.66518004535;1050;30;35
Car;562.68;181.35;602.34;215.48;32.6;003460.txt;163.326470588235;5747.02613754325;1360;34;40
Car;862.1;174.11;1241;324.36;8.23;003460.txt;114.812686895339;9391.41875285095;56850;150;379
Car;1237.18;163.8;1241;358.38;3.1;003460.txt;111.404807692308;9611.97042560404;780;195;4
Car;493.94;177.41;532.84;204.21;40.78;003460.txt;147.191358024691;7692.70459768094;1053;27;39
Car;854.27;169.36;1241;374;5.78;007178.txt;109.129139093717;9887.84413799332;79335;205;387
Car;508.33;184.18;588.23;238.42;20.29;007178.txt;137.75630787037;8121.93523220151;4320;54;80
Car;690.78;173.77;736.53;207.89;34.02;007178.txt;146.970748081841;7362.95550621787;1564;34;46
Car;555.71;179.88;604.06;218.04;29.24;007178.txt;147.243982208268;7288.09052501067;1911;39;49
Car;710.89;172.35;779.99;229.83;22.14;007178.txt;130.0372489194;8647.51539360115;3933;57;69
Car;677.19;175.08;701.64;195.52;50.85;007178.txt;173.371875;6113.40025065104;480;20;24
Car;609.68;185.78;638.56;212.92;41.13;003665.txt;178.215836526181;6142.11241842538;783;27;29
Car;0;199.81;270.93;374;6.93;006965.txt;112.183243386243;9687.30017318415;47250;175;270
Car;268.64;181.04;411.78;268.13;15.77;006965.txt;139.107406960855;8206.42418032703;12441;87;143
Car;339.49;165.49;476.14;229.98;22.11;004184.txt;134.800096943431;8296.24051892309;8768;64;137
Car;376.78;170.11;498.54;218.25;26.63;004184.txt;135.712389002732;8253.09090525578;5856;48;122
Car;784.83;150.27;840.89;189.51;40.26;004184.txt;164.061927655678;5596.92714024019;2184;39;56
Car;412.89;172.94;514.1;208.41;31.71;004184.txt;137.840073529412;7993.17234019067;3672;36;102
Car;434.24;164.98;530.09;200.84;36.87;004184.txt;147.344690393519;7248.44564165762;3456;36;96
Car;568.02;187.65;601.05;218.92;36.19;004386.txt;170.150048875855;5504.16956744629;1023;31;33
Car;870.25;177.52;1241;345.7;7.57;004386.txt;110.406827589526;9718.45066301693;62328;168;371
Car;822.89;178.24;1183.16;294.88;10.06;004386.txt;113.429159900659;9522.50502323157;41876;116;361
Car;733.53;181.1;932.45;246.82;17.7;004386.txt;126.752841128721;8852.70968945408;12935;65;199
Car;793.94;177.73;1052.58;275.5;12.48;004386.txt;117.721771334016;9294.09777201012;25382;98;259
Car;1065.9;196.87;1241;374;4.46;005928.txt;112.086320543922;9770.76638526778;31328;178;176
Car;680.85;187.28;971.65;298.3;11.46;005928.txt;123.0779697223;8963.36562748071;32301;111;291
Car;582.6;170.48;792.49;263.21;16.09;005928.txt;130.114234511009;8557.04427254511;19530;93;210
Car;0;207.18;127.51;357.54;7.83;005928.txt;118.732204724409;9238.07261639903;19050;150;127
Car;0;196.59;226.29;275.89;15.04;005928.txt;128.969292595497;8731.96848967545;17854;79;226
Car;127.44;193.35;271.8;245.89;21.84;005928.txt;139.671875;7934.44808986044;7488;52;144
Car;234.71;189.04;324.63;221.95;33.44;005928.txt;167.852604166667;6366.95969807943;2880;32;90
Car;1109.21;147.6;1241;274.03;12.43;000719.txt;125.143790264853;9000.06546131988;16764;127;132
Car;0;183.24;130.96;372.41;6.52;000719.txt;105.70695970696;10052.0053565279;24570;189;130
Car;0;155.51;297.85;316.19;8.81;000719.txt;110.902534663404;9722.88384387977;47817;161;297
Car;199.48;163.47;425.64;252.53;15.01;000719.txt;121.8122576315;9066.44932822318;20114;89;226
Car;248.53;175.96;449.74;239.85;17.17;000719.txt;124.723822294776;8906.15174593111;12864;64;201
Car;40.01;174.51;348.35;275.18;11.92;000719.txt;111.492003664652;9630.16222550185;31108;101;308
Car;444.19;174.8;546.31;206.65;33.15;000719.txt;164.779871323529;5402.7075176305;3264;32;102
Car;1016.2;162.33;1184.83;230.02;20.36;000719.txt;133.831976540616;8453.06381118432;11424;68;168
Car;670.96;171.13;781.36;210.28;28.91;000719.txt;143.722106722107;7461.66740457073;4329;39;111
Car;662.36;165.61;766;206.68;32.21;000719.txt;151.513543621013;7140.12493383112;4264;41;104
Car;647.42;179.81;683.56;207.17;39.91;001078.txt;166.519841269841;5543.73621346687;1008;28;36
Car;371.8;183.18;500.64;230.18;24.3;001078.txt;137.353084281709;8142.34255068843;6063;47;129
Car;344.24;181.48;478.26;235.48;21.87;001078.txt;134.770729684909;8367.38586795844;7236;54;134
Car;172.76;186.3;400.18;265.55;14.22;001078.txt;121.838302242949;9078.48781674898;18012;79;228
Car;0;194.56;294.76;323.61;9.38;001078.txt;110.041719400939;9812.26212201334;37926;129;294
Car;758.39;171.64;1218.6;374;6.19;001078.txt;111.022871599914;9809.93667168538;93380;203;460
Car;620.91;168.75;699.65;210.56;26.73;001695.txt;158.94122965642;6215.22590107987;3318;42;79
Car;341.95;167.56;467.26;245.1;15.31;001695.txt;115.680097680098;9543.08941057247;9828;78;126
Car;476.77;166.59;541.34;210.27;25.66;001695.txt;152.670104895105;6147.32560977921;2860;44;65
Car;500.66;160.91;556.59;206.34;30.07;001695.txt;156.001455745342;6017.65479213546;2576;46;56
Car;530.31;165.23;564.63;193.51;38.75;001695.txt;160.370798319328;5544.5263741526;952;28;34
Car;911.88;178.83;949.08;210.19;35.16;000888.txt;167.02693256579;5659.78566443953;1216;32;38
Car;562.2;181;600.96;214.51;33.13;004405.txt;165.875398724083;5439.08435490482;1254;33;38
Car;828.59;170.39;1241;298.76;9.58;004405.txt;119.820898910412;9156.29504522707;52864;128;413
Car;1077.45;158.87;1241;374;4.46;004405.txt;113.749131944444;9590.1215376103;35424;216;164
Car;497.31;175.8;534.69;201.71;42.13;004405.txt;151.248180873181;7070.85082829161;962;26;37
Car;0;199.45;257.59;326.67;9.13;006184.txt;120.893210576304;9056.67522857513;32639;127;257
Car;1043.21;146.59;1241;265.36;14.78;001673.txt;126.581264323911;8800.09888375926;23562;119;198
Car;0;188.93;173.02;374;6.21;001673.txt;105.252136552924;10105.9899497518;32178;186;173
Car;0;180.68;252.65;316.28;8.95;001673.txt;108.816862161531;9868.76164318852;34272;136;252
Car;6.14;162.06;364.73;286.35;11.26;001673.txt;114.842634934222;9521.78227917174;44392;124;358
Car;263.05;165.3;454.22;241.36;17.44;001673.txt;126.944492284376;8784.02135744407;14516;76;191
Car;297.16;177.88;471.4;233.73;19.53;001673.txt;128.097136699507;8763.28371922351;9744;56;174
Car;144.47;177.06;392.64;259.8;14.32;001673.txt;115.486391129032;9370.64448435017;20336;82;248
Car;458.65;175.54;553.56;205.2;35.52;001673.txt;167.750263157895;5470.76350870268;2850;30;95
Car;982.17;161.24;1124.11;221.28;22.67;001673.txt;138.914583333333;7879.70241643437;8520;60;142
Car;668.71;171.33;769.99;207.39;31.31;001673.txt;150.155665566557;6715.23291894646;3636;36;101
Car;657.73;179.18;698.16;209.45;36.26;003864.txt;164.47825203252;5547.27310426168;1230;30;41
Car;424.86;178.94;537.36;215.04;30.61;003864.txt;146.348600813203;7179.94269655938;4181;37;113
Car;358.88;178.89;506.01;229.36;23.17;003864.txt;140.182034976153;8000.20765553031;7548;51;148
Car;340.17;181.55;492.06;236.66;20.75;003864.txt;136.530741626794;8271.52046643564;8360;55;152
Car;297.96;180.74;460.97;245.56;18.32;003864.txt;132.734001887683;8524.27551683058;10595;65;163
Car;131.96;182.92;359.89;274.33;13.11;003864.txt;122.794276792525;8937.62519083376;20976;92;228
Car;25.55;190.91;344.38;299.35;10.68;003864.txt;118.864822697075;9193.25515178977;34771;109;319
Car;0;197.32;142.89;374;5.92;003864.txt;112.833243813162;9614.43772710798;25134;177;142
Car;899.04;175.37;1241;374;2.53;003864.txt;112.970168826589;9829.40440778836;68058;199;342
Car;608.05;174.91;678.17;215.95;27.21;003215.txt;156.870296167247;6431.95869956385;2870;41;70
Car;365.46;172.37;476.07;242.44;16.76;003215.txt;118.398326898327;9292.50369089442;7770;70;111
Car;480.23;172.22;541;213.37;27.13;003215.txt;152.920431827269;6110.0018656272;2501;41;61
Car;501.39;165.15;554.28;208.35;31.51;003215.txt;157.401272487933;6009.71941040359;2279;43;53
Car;528.62;171;562.03;198.17;40.28;003215.txt;161.13779956427;5622.15639254371;918;27;34
Car;571.02;176.92;617.26;213.39;30.47;003270.txt;156.827702702703;6425.27157686109;1702;37;46
Car;1217.47;188.93;1241;374;2.78;003270.txt;120.186491935484;9166.85713384043;4464;186;24
Car;488.75;170.92;534.37;201.91;35.49;003270.txt;148.342917251052;7011.21200102681;1426;31;46
Car;566.47;189.45;600.29;221.37;35.72;002869.txt;169.816865808824;5514.7355335592;1088;32;34
Car;921.19;176.02;1241;374;6.24;002869.txt;106.131976010101;10063.4700507671;63360;198;320
Car;852.27;178.87;1241;314.36;8.75;002869.txt;108.694422916982;9885.5797333752;52904;136;389
Car;742.06;182.23;959.3;253.72;16.39;002869.txt;123.230138897904;9065.40823878774;15407;71;217
Car;814.24;180;1106.96;289.29;11.24;002869.txt;112.886028025638;9604.2362877549;31828;109;292
Car;234.59;196.16;398.51;279.79;14.32;004812.txt;145.082004848663;7373.09283809048;13612;83;164
Car;116.15;197.86;333.43;285.1;15.25;004812.txt;147.447187892752;7294.92662018171;19096;88;217
Car;0;208.62;79.58;276.52;16.79;004812.txt;158.786392405063;5538.3589697105;5372;68;79
Car;991.95;146.11;1206.26;246.08;17.24;006845.txt;131.606034883721;8509.65377985925;21500;100;215
Car;1092.04;168.64;1241;235.9;17.99;006845.txt;129.228137834318;8689.0009432117;9983;67;149
Car;0;190.12;290.43;328.87;8.71;006845.txt;110.437543728136;9711.18245603569;40020;138;290
Car;46.84;182.84;326.26;288.32;11.48;006845.txt;113.203040768194;9573.52197357044;29680;106;280
Car;125.64;167.17;408.68;267.26;13.77;006845.txt;118.317526501767;9277.10378822809;28300;100;283
Car;310.54;168.97;475.43;235.05;19.96;006845.txt;129.329828132067;8657.27038572352;11055;67;165
Car;335.12;181.35;487.87;230.73;22.01;006845.txt;128.974523361976;8718.61465035015;7448;49;152
Car;222.19;175.72;427.24;245.24;16.89;006845.txt;118.999547038328;9185.44052244291;14350;70;205
Car;953.95;160.37;1075.66;214.32;24.99;006845.txt;136.461862477231;8090.83688797016;6588;54;122
Car;668.45;171.8;762.02;205.19;33.74;006845.txt;156.359433667084;5771.95943384698;3196;34;94
Car;697.77;172.9;820.19;219.43;24.02;005979.txt;148.968777028196;6732.88892306756;5781;47;123
Car;149.98;176.21;393.48;307.13;9.76;005979.txt;124.67425071956;8884.82398845747;31964;131;244
Car;431.27;174.56;517.04;231.18;20.16;005979.txt;147.754691962464;6876.73021564359;4902;57;86
Car;465.72;163.4;540.14;220.23;24.47;005979.txt;154.13134502924;6538.62321631955;4275;57;75
Car;509.82;171.89;551.03;205.31;33.16;005979.txt;159.34156162465;5672.38246030643;1428;34;42
Car;0;162.85;240.61;374;5.11;003581.txt;113.219442806604;9668.21590244111;50880;212;240
Car;250.6;199.01;410.11;296.93;13.67;003581.txt;134.857715850516;8329.26005483421;15520;97;160
Car;377.42;188.73;462.23;248.53;22.53;003581.txt;154.33431372549;6890.74784217609;5100;60;85
Car;568.92;187.9;601.65;218.78;36.66;000458.txt;170.257086999023;5515.26821712537;1023;31;33
Car;833.36;179.28;1241;320.04;8.89;000458.txt;110.890605444305;9737.47588657197;57528;141;408
Car;799.64;182.05;1110.83;284.44;11.39;000458.txt;112.91152039594;9593.34327627108;31722;102;311
Car;725.97;183.08;909.52;244.22;19;000458.txt;127.112326265146;8819.41073901116;11224;61;184
Car;778.11;181.42;1009.84;269.98;13.73;000458.txt;117.610069854388;9313.28166660276;20328;88;231
